"tipo_ciclo","funcionario","socio","score_match","metodo_match","orgao","empresa","cnpj","cargo","funcao","vinculo","lotacao","remuneracao_total","periodo_inicio","periodo_fim","data_contrato","valor_contrato","descricao","qualificacao_socio"
"triangulo","FUNC-607919","SOC-607919","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","FISIOTERAPEUTA-FIS-P.S.N.S.-A","","ESTATUTARIO","MATERNIDADE BALBINA MESTRINHO","9634,33","2017-05","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-29691A","SOC-29691A","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO GRADUADO","MEDICO GENERALISTA","ESTATUTARIO","DISPOSICIONADOS E CEDIDOS","9961,91","2017-05","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-DE1E42","SOC-DE1E42","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO ESPECIALISTA","MEDICO ESPECIALISTA","ESTATUTARIO","HOSPITAL CHAPOT PREVOST","12086,94","2017-05","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-FD38DE","SOC-FD38DE","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO GRADUADO","","ESTATUTARIO","SPA E POLIC.JOSE L.ALBUQUERQUE","11004,37","2019-01","2023-11","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-1653BB","SOC-1653BB","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO GRADUADO","","ESTATUTARIO","HOSPITAL UNIV.FRANCISCA MENDES","9961,91","2021-04","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-DB6A13","SOC-DB6A13","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO GRADUADO","","ESTATUTARIO","COMPLEXO REG.DO EST.AMAZONAS","9961,91","2017-05","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-D6185A","SOC-D6185A","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO ESPECIALISTA","MEDICO ESPECIALISTA","ESTATUTARIO","UNIDADE MISTO MANACAPURU EFET.","15230,60","2017-05","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-E737ED","SOC-E737ED","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO A","","ESTATUTARIO","HOSPITAL UNIV.FRANCISCA MENDES","11778,77","2017-05","2023-10","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-A44E40","SOC-A44E40","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO GRADUADO","","ESTATUTARIO","MATERNIDADE NAZIRA DAOU","9961,91","2019-06","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-01B477","SOC-01B477","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO ESPECIALISTA","","ESTATUTARIO","HOSPITAL UNIV.FRANCISCA MENDES","9911,14","2022-09","2023-03","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-C03341","SOC-C03341","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO ESPECIALISTA","","ESTATUTARIO","POLICLINICA CENTRO","11381,88","2017-05","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-D77986","SOC-D77986","100","exato","SES","MEDICOS CLINICOS E ASSOCIADOS EM MANAUS S/S","18341410000161","MEDICO ESPECIALISTA","","ESTATUTARIO","UNIDADE MISTO DE HUMAITA EFET","11381,88","2017-07","2026-02","23/01/2017","342.000,00","Contratação Emergencial de pessoa jurídica Especializada em Serviço Médicos em Cirurgia Geral, em regime de plantão ininterrupto a serem prestados na Maternidade Celina Villacrez Ruiz","Sócio com Capital"
"triangulo","FUNC-F2C51D","SOC-F2C51D","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","MATER.NAZIRA DAOU","3900,00","2017-05","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-99F6E1","SOC-99F6E1","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","DISP.E CEDIDOS","4700,00","2022-04","2022-04","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-F8AC13","SOC-F8AC13","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","3900,00","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-DFA20F","SOC-DFA20F","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","MATERNIDADE ANA BRAGA","4225,00","2017-05","2025-09","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-A61064","SOC-A61064","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","4700,00","2022-03","2022-03","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-382F11","SOC-382F11","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","H.GERALDO DA ROCHA","4269,46","2017-05","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-D79CB8","SOC-D79CB8","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","MATER.NAZIRA DAOU","3900,00","2024-01","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-F00794","SOC-F00794","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","DISPOSICIONADOS FHAJ","3900,00","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-50E46B","SOC-50E46B","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","MATERNIDADE DR.ANTENOR BARBOSA","5541,04","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-F4B16E","SOC-F4B16E","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","4269,46","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-881C7A","SOC-881C7A","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","MATER.NAZIRA DAOU","4241,04","2025-08","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-450357","SOC-450357","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","3900,00","2024-01","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-89E517","SOC-89E517","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","P.S.C.ZONA OESTE","3900,00","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-4D5467","SOC-4D5467","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","3900,00","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-253A60","SOC-253A60","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","3900,00","2021-05","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-15E4F0","SOC-15E4F0","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","MAT.BALB.MESTRINHO","4042,10","2024-01","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-45F095","SOC-45F095","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","3900,00","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-1B6D83","SOC-1B6D83","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","3900,00","2017-05","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-7AECF5","SOC-7AECF5","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","MAT.BALB.MESTRINHO","3900,00","2023-12","2026-02","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-5A0B69","SOC-5A0B69","100","exato","SES","SOCIEDADE DE ENFERMEIROS OBSTETRAS E NEONATOLOGISTAS S/S LTDA","21456849000144","ENFERMEIRO OBSTETRA TEMPORARIO","","SERVICO TEMPORARIO","ANA BRAGA","3466,67","2021-04","2024-07","23/02/2017","4.819.200,00","serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas maternidades ANA BRAGA E BALBINA MESTRINHO, pelo período de 90 (noventa) dias","Sócio"
"triangulo","FUNC-D1F32E","SOC-D1F32E","100","exato","SES","ICEAM - INSTITUTO DE CIRURGIOES DO AMAZONAS LTDA","14201895000137","MEDICO GRADUADO","","ESTATUTARIO","SPA DANILO CORREA","9961,91","2017-05","2026-02","02/03/2017","265.980,00","Serviços médicos especializados em cirurgia geral na área de urgência e emergência (adulto e pediátrico), em regime de plantão ininterrupto a ser executado nas dependências da Unidade de Pronto Atendimento 24h - UPA Campo Salles","Sócio-Administrador"
"triangulo","FUNC-C6A430","SOC-C6A430","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO A","","ESTATUTARIO","UNIDADE MISTO MANACAPURU EFET.","10477,16","2017-05","2026-02","17/04/2017","8.356.916,76","Serviços Médicos Especializados em Neurocirurgia em regime de plantões ininterruptos para atender as necessidades do HOSPITAL E PRONTO SOCORRO DA CRIANÇA - ZONA LESTE, HOSPITAL PRONTO SOCORRO JOÃO LÚCIO PEREIRA MACHADO","Sócio"
"triangulo","FUNC-C6A430","SOC-C6A430","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO A","","ESTATUTARIO","UNIDADE MISTO MANACAPURU EFET.","10477,16","2017-05","2026-02","19/09/2022","17.642.661,84","Contratação de Pessoa Jurídica Especializada na prestação de Serviços Médicos Especializados em Neurocirurgia para atender a Rede de Saúde da Capital, a ser executada no município de Manaus","Sócio"
"triangulo","FUNC-7CD612","SOC-7CD612","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO ESPECIALISTA","MEDICO GENERALISTA","ESTATUTARIO","COMPLEXO REG.DO EST.AMAZONAS","11147,15","2017-05","2026-02","17/04/2017","8.356.916,76","Serviços Médicos Especializados em Neurocirurgia em regime de plantões ininterruptos para atender as necessidades do HOSPITAL E PRONTO SOCORRO DA CRIANÇA - ZONA LESTE, HOSPITAL PRONTO SOCORRO JOÃO LÚCIO PEREIRA MACHADO","Sócio"
"triangulo","FUNC-7CD612","SOC-7CD612","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO ESPECIALISTA","MEDICO GENERALISTA","ESTATUTARIO","COMPLEXO REG.DO EST.AMAZONAS","11147,15","2017-05","2026-02","19/09/2022","17.642.661,84","Contratação de Pessoa Jurídica Especializada na prestação de Serviços Médicos Especializados em Neurocirurgia para atender a Rede de Saúde da Capital, a ser executada no município de Manaus","Sócio"
"triangulo","FUNC-291527","SOC-291527","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO GRADUADO","MEDICO GENERALISTA","ESTATUTARIO","HOSPITAL CHAPOT PREVOST","10624,77","2017-05","2026-02","17/04/2017","8.356.916,76","Serviços Médicos Especializados em Neurocirurgia em regime de plantões ininterruptos para atender as necessidades do HOSPITAL E PRONTO SOCORRO DA CRIANÇA - ZONA LESTE, HOSPITAL PRONTO SOCORRO JOÃO LÚCIO PEREIRA MACHADO","Sócio"
"triangulo","FUNC-291527","SOC-291527","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO GRADUADO","MEDICO GENERALISTA","ESTATUTARIO","HOSPITAL CHAPOT PREVOST","10624,77","2017-05","2026-02","19/09/2022","17.642.661,84","Contratação de Pessoa Jurídica Especializada na prestação de Serviços Médicos Especializados em Neurocirurgia para atender a Rede de Saúde da Capital, a ser executada no município de Manaus","Sócio"
"triangulo","FUNC-125586","SOC-125586","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","SEC.EXEC.DE ASSISTENCIA-SEA","15830,50","2021-03","2026-02","17/04/2017","8.356.916,76","Serviços Médicos Especializados em Neurocirurgia em regime de plantões ininterruptos para atender as necessidades do HOSPITAL E PRONTO SOCORRO DA CRIANÇA - ZONA LESTE, HOSPITAL PRONTO SOCORRO JOÃO LÚCIO PEREIRA MACHADO","Sócio"
"triangulo","FUNC-125586","SOC-125586","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO INTENSIVISTA TEMPORARIO","","SERVICO TEMPORARIO","SEC.EXEC.DE ASSISTENCIA-SEA","15830,50","2021-03","2026-02","19/09/2022","17.642.661,84","Contratação de Pessoa Jurídica Especializada na prestação de Serviços Médicos Especializados em Neurocirurgia para atender a Rede de Saúde da Capital, a ser executada no município de Manaus","Sócio"
"triangulo","FUNC-D725C0","SOC-D725C0","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","FUNDACAO CENTRO CONT.ONCOLOGIA","12030,00","2022-03","2022-03","17/04/2017","8.356.916,76","Serviços Médicos Especializados em Neurocirurgia em regime de plantões ininterruptos para atender as necessidades do HOSPITAL E PRONTO SOCORRO DA CRIANÇA - ZONA LESTE, HOSPITAL PRONTO SOCORRO JOÃO LÚCIO PEREIRA MACHADO","Sócio"
"triangulo","FUNC-D725C0","SOC-D725C0","100","exato","SES","CLINICA NEUROCIRURGICA DO AMAZONAS S/S LTDA","34486258000161","MEDICO CLINICO GERAL TEMPORARIO","","SERVICO TEMPORARIO","FUNDACAO CENTRO CONT.ONCOLOGIA","12030,00","2022-03","2022-03","19/09/2022","17.642.661,84","Contratação de Pessoa Jurídica Especializada na prestação de Serviços Médicos Especializados em Neurocirurgia para atender a Rede de Saúde da Capital, a ser executada no município de Manaus","Sócio"
"triangulo","FUNC-256B57","SOC-256B57","100","exato","SES","LABORATORIO DE ANALISES CLINICAS CHP LTDA","08386268000115","FARMAC.BIOQ. -FAB-P.S.N.S.-A","","ESTATUTARIO","UNID.P.ATEN.UPA 24-TABATINGA","11217,75","2018-07","2026-02","23/02/2017","369.000,00","serviços de laboratório em regime de comodato de equipamentos a serem prestados na Unidade de Pronto Atendimento 24hs e Maternidade Celina Villacrez Ruiz de Tabatinga","Sócio-Administrador"
"triangulo","FUNC-51FBC2","SOC-51FBC2","100","exato","SES","LABORATORIO DE ANALISES CLINICAS CHP LTDA","08386268000115","FARMACEUTICO-FAR-P.S.N.S.-A","","ESTATUTARIO","UNID.P.ATEN.UPA 24-TABATINGA","11217,75","2018-08","2026-02","23/02/2017","369.000,00","serviços de laboratório em regime de comodato de equipamentos a serem prestados na Unidade de Pronto Atendimento 24hs e Maternidade Celina Villacrez Ruiz de Tabatinga","Sócio"
"triangulo","FUNC-E93784","SOC-E93784","100","exato","SES","MANAOS SERVICOS DE SAUDE LIMITADA","15309841000152","ENFERMEIRO GENERALISTA TEMPORARIO","","SERVICO TEMPORARIO","HOSPITAL UNIV.FRANCISCA MENDES","4203,52","2022-02","2026-02","07/04/2017","1.567.800,00","Serviços de Enfermagem Hospitalar (Enfermeiro e Técnico de Enfermagem) em regime de plantão ininterrupto, a serem prestados nas seguintes unidades: HOSPITAL INFANTIL DR. FAJARDO E HOSPITAL UNIVERSITÁRIO FRANCISCA MENDES.","Sócio"
"triangulo","FUNC-E93784","SOC-E93784","100","exato","SES","MANAOS SERVICOS DE SAUDE LIMITADA","15309841000152","ENFERMEIRO GENERALISTA TEMPORARIO","","SERVICO TEMPORARIO","HOSPITAL UNIV.FRANCISCA MENDES","4203,52","2022-02","2026-02","15/12/2017","217.800,00","serviços de Enfermagem Hospitalar (Técnico de Enfermagem) em regime de plantões ininterruptos, a serem prestados no SPA Joventina Dias","Sócio"
"triangulo","FUNC-E93784","SOC-E93784","100","exato","SES","MANAOS SERVICOS DE SAUDE LIMITADA","15309841000152","ENFERMEIRO GENERALISTA TEMPORARIO","","SERVICO TEMPORARIO","HOSPITAL UNIV.FRANCISCA MENDES","4203,52","2022-02","2026-02","30/08/2019","12.986.784,60","serviço de Enfermagem em Cardiologia Adulto e Pediátrica de Média e Alta complexidade em regime de plantão ininterrupto a ser executado no Hospital Universitário Francisca Mendes - HUFM","Sócio"
"triangulo","FUNC-E93784","SOC-E93784","100","exato","SES","MANAOS SERVICOS DE SAUDE LIMITADA","15309841000152","ENFERMEIRO GENERALISTA TEMPORARIO","","SERVICO TEMPORARIO","HOSPITAL UNIV.FRANCISCA MENDES","4203,52","2022-02","2026-02","11/02/2020","16.211.160,00","Contratação de Pessoa Jurídica especializada em serviço de Enfermagem Intensiva Hospitalar: Materno Infantil, Neonatal, Coronariana e de Transplantes para execução em regime de plantão ininterrupto a serem prestados nas Unidades de Terapia Intensiva - UTI´s das seguintes Unidades de Saúde: Maternidade Ana Braga, Maternidade Balbina Mestrinho, Maternidade Azilda Marreiro, Maternidade Nazira Daou, Instituto Da Mulher Dona Lindú, Hospital Infantil Dr. Fajardo, Instituto Da Criança Do Amazonas -ICAM, Hospital e Pronto Socorro da Criança Zona Leste, Hospital e Pronto Socorro da Criança Zona Oeste, Hospital e Pronto Socorro da Criança Zona Sul, Hospital e Pronto Socorro 28 de Agosto, Hospital e Pronto Socorro João Lúcio Pereira Machado, Coordenação de Estadual de Transplantes, Hospital e Pronto Socorro Dr. Aristóteles Platão Bezerra de Araújo e Hospital Universitário Francisca Mendes","Sócio"
"triangulo","FUNC-E93784","SOC-E93784","100","exato","SES","MANAOS SERVICOS DE SAUDE LIMITADA","15309841000152","ENFERMEIRO GENERALISTA TEMPORARIO","","SERVICO TEMPORARIO","HOSPITAL UNIV.FRANCISCA MENDES","4203,52","2022-02","2026-02","10/08/2018","2.376.000,00","Serviço em enfermagem (técnico de enfermagem) em regime de plantão ininterrupto.","Sócio"
"triangulo","FUNC-E93784","SOC-E93784","100","exato","SES","MANAOS SERVICOS DE SAUDE LIMITADA","15309841000152","ENFERMEIRO GENERALISTA TEMPORARIO","","SERVICO TEMPORARIO","HOSPITAL UNIV.FRANCISCA MENDES","4203,52","2022-02","2026-02","03/04/2019","3.159.000,00","Prestação de serviços de enfermagem (técnicos de enfermagem) em regime de plantão ininterrupto.","Sócio"
"triangulo","FUNC-E93784","SOC-E93784","100","exato","SES","MANAOS SERVICOS DE SAUDE LIMITADA","15309841000152","ENFERMEIRO GENERALISTA TEMPORARIO","","SERVICO TEMPORARIO","HOSPITAL UNIV.FRANCISCA MENDES","4203,52","2022-02","2026-02","15/10/2019","5.265.000,00","Contratação emergencial de empresa especializada na prestação do serviço de técnicos de enfermagem em regime de plantão ininterrupto.","Sócio"
